------------------------------------------------------------------------------
|      Name|   Arrival|     Burst|     Start|    Finish|   Waiting|TurnAround|
|       281|       308|       159|     65406|     27878|     27411|     27570|
|       217|       309|        42|     65565|      1963|      1612|      1654|
|       286|       309|       206|     65607|     45529|     45014|     45220|
|       229|       310|       490|     65813|    233198|    232398|    232888|
|       261|       310|       299|     66303|     90910|     90301|     90600|
|       288|       310|       358|     66602|    131071|    130403|    130761|
|       301|       311|       247|     66960|     63794|     63236|     63483|
|       248|       312|       188|     67207|     39604|     39104|     39292|
|       244|       315|       221|     67395|     50881|     50345|     50566|
|       236|       316|       177|     67616|     34129|     33636|     33813|
|       245|       320|       330|     67793|    114193|    113543|    113873|
|       237|       323|       378|     68123|    147300|    146599|    146977|
|       251|       323|       387|     68501|    153027|    152317|    152704|
|       242|       326|        56|     68888|      3555|      3173|      3229|
|       272|       330|       429|     68944|    189521|    188762|    189191|
|       291|       330|        55|     69373|      3332|      2947|      3002|
|       300|       330|       182|     69428|     36642|     36130|     36312|
|       315|       331|       220|     69610|     50000|     49449|     49669|
|       246|       334|       435|     69830|    193845|    193076|    193511|
|       294|       334|       150|     70265|     25403|     24919|     25069|
|       304|       335|       409|     70415|    168141|    167397|    167806|
|       279|       337|         1|     70824|       356|        18|        19|
|       243|       338|       332|     70825|    115517|    114847|    115179|
|       258|       339|       132|     71157|     19777|     19306|     19438|
|       317|       339|       116|     71289|     14185|     13730|     13846|
|       276|       340|       333|     71405|    116182|    115509|    115842|
|       325|       340|       103|     71738|     11535|     11092|     11195|
|       274|       341|        50|     71841|      2649|      2258|      2308|
|       280|       342|       400|     71891|    161261|    160519|    160919|
|       302|       342|       360|     72291|    132866|    132164|    132524|
|       312|       343|       471|     72651|    218762|    217948|    218419|
|       335|       343|       126|     73122|     17336|     16867|     16993|
|       297|       344|       128|     73248|     18349|     17877|     18005|
|       329|       345|       157|     73376|     27404|     26902|     27059|
|       330|       345|       432|     73533|    191244|    190467|    190899|
|       292|       348|        16|     73965|       372|         8|        24|
|       309|       348|       341|     73981|    120231|    119542|    119883|
|       331|       350|       180|     74322|     35198|     34668|     34848|
|       256|       352|       340|     74502|    119550|    118858|    119198|
|       342|       354|       118|     74842|     14771|     14299|     14417|
|       285|       355|       131|     74960|     19645|     19159|     19290|
|       339|       355|       447|     75091|    200455|    199653|    200100|
|       283|       356|        61|     75538|      3793|      3376|      3437|
|       264|       357|        69|     75599|      4986|      4560|      4629|
|       290|       357|       448|     75668|    202244|    201439|    201887|
|       350|       357|       437|     76116|    195154|    194360|    194797|
|       270|       360|       410|     76553|    169778|    169008|    169418|
|       268|       363|        45|     76963|      2180|      1772|      1817|
|       313|       364|        55|     77008|      3387|      2968|      3023|
|       273|       366|       126|     77063|     17462|     16970|     17096|
|       333|       366|       317|     77189|    103170|    102487|    102804|
|       341|       366|       410|     77506|    170188|    169412|    169822|
|       305|       367|       260|     77916|     69629|     69002|     69262|
|       307|       369|       474|     78176|    220181|    219338|    219812|
|       296|       371|       499|     78650|    242109|    241239|    241738|
|       299|       372|       479|     79149|    224476|    223625|    224104|
|       320|       373|       359|     79628|    132146|    131414|    131773|
|       349|       374|       178|     79987|     34661|     34109|     34287|
|       361|       375|        51|     80165|      2800|      2374|      2425|
|       364|       375|       265|     80216|     71731|     71091|     71356|
|       295|       376|       449|     80481|    204038|    203213|    203662|
|       319|       376|       456|     80930|    208110|    207278|    207734|
|       303|       377|       122|     81386|     16218|     15719|     15841|
|       345|       377|       271|     81508|     75480|     74832|     75103|
|       352|       381|       390|     81779|    156917|    156146|    156536|
|       343|       382|       291|     82169|     84993|     84320|     84611|
|       334|       384|       141|     82460|     22492|     21967|     22108|
|       336|       384|        84|     82601|      7417|      6949|      7033|
|       311|       388|       301|     82685|     91809|     91120|     91421|
|       383|       388|        45|     82986|      2225|      1792|      1837|
|       308|       389|       120|     83031|     15128|     14619|     14739|
|       328|       389|       459|     83151|    210856|    210008|    210467|
|       310|       391|       373|     83610|    143165|    142401|    142774|
|       323|       391|       238|     83983|     58686|     58057|     58295|
|       367|       391|       285|     84221|     82398|     81722|     82007|
|       298|       394|       164|     84506|     28847|     28289|     28453|
|       338|       394|        20|     84670|       415|         1|        21|
|       322|       398|        70|     84690|      5126|      4658|      4728|
|       372|       398|       101|     84760|     10616|     10117|     10218|
|       337|       399|        52|     84861|      2903|      2452|      2504|
|       378|       399|       174|     84913|     32549|     31976|     32150|
|       388|       399|        91|     85087|      8981|      8491|      8582|
|       392|       399|        81|     85178|      6840|      6360|      6441|
|       316|       400|       310|     85259|    100976|    100266|    100576|
|       369|       400|       403|     85569|    162868|    162065|    162468|
|       385|       400|       453|     85972|    206292|    205439|    205892|
|       306|       402|       306|     86425|     97273|     96565|     96871|
|       327|       402|       327|     86731|    111237|    110508|    110835|
|       340|       402|       115|     87058|     13724|     13207|     13322|
|       346|       402|       124|     87173|     16587|     16061|     16185|
|       353|       405|       488|     87297|    231731|    230838|    231326|
|       365|       405|       469|     87785|    216882|    216008|    216477|
|       371|       406|       242|     88254|     60609|     59961|     60203|
|       376|       407|       273|     88496|     77386|     76706|     76979|
|       314|       408|       170|     88769|     31514|     30936|     31106|
|       321|       410|       318|     88939|    103805|    103077|    103395|
|       348|       410|       296|     89257|     88229|     87523|     87819|
|       370|       411|        52|     89553|      2955|      2492|      2544|
|       344|       413|       231|     89605|     54943|     54299|     54530|
|       379|       414|       397|     89836|    159664|    158853|    159250|
|       404|       414|       107|     90233|     12058|     11537|     11644|
|       318|       416|       450|     90340|    205387|    204521|    204971|
|       324|       416|        15|     90790|       454|        23|        38|
|       359|       416|       309|     90805|     99738|     99013|     99322|
|       363|       418|       347|     91114|    124368|    123603|    123950|
|       402|       419|       298|     91461|     89417|     88700|     88998|
|       351|       420|       233|     91759|     56103|     55450|     55683|
|       326|       422|       495|     91992|    237146|    236229|    236724|
|       362|       422|       208|     92487|     45943|     45313|     45521|
|       360|       423|       380|     92695|    149195|    148392|    148772|
|       415|       423|        22|     93075|       487|        42|        64|
|       354|       424|       126|     93097|     17588|     17038|     17164|
|       332|       425|       336|     93223|    117521|    116760|    117096|
|       373|       427|       166|     93559|     30003|     29410|     29576|
|       410|       427|       286|     93725|     82969|     82256|     82542|
|       355|       428|       298|     94011|     89715|     88989|     89287|
|       403|       428|       261|     94309|     70151|     69462|     69723|
|       413|       432|       421|     94570|    181009|    180156|    180577|
|       398|       433|        90|     94991|      8890|      8367|      8457|
|       347|       434|       219|     95081|     49341|     48688|     48907|
|       382|       436|       173|     95300|     32201|     31592|     31765|
|       411|       437|        25|     95473|       618|       156|       181|
|       432|       438|        31|     95498|      1325|       856|       887|
|       400|       439|        83|     95529|      7250|      6728|      6811|
|       401|       439|       347|     95612|    124715|    123929|    124276|
|       425|       441|       248|     95959|     64290|     63601|     63849|
|       435|       441|       213|     96207|     48049|     47395|     47608|
|       399|       443|       389|     96420|    154191|    153359|    153748|
|       357|       444|       345|     96809|    122636|    121847|    122192|
|       356|       445|       329|     97154|    113205|    112431|    112760|
