------------------------------------------------------------------------------
|      Name|   Arrival|     Burst|     Start|    Finish|   Waiting|TurnAround|
|       318|       416|       450|     90340|    205387|     90333|     90783|
|       324|       416|        15|     90790|       431|     90783|     90798|
|       359|       416|       309|     90805|     99738|     90798|     91107|
|       363|       418|       347|     91114|    124368|     91107|     91454|
|       402|       419|       298|     91461|     89417|     91454|     91752|
|       351|       420|       233|     91759|     56103|     91752|     91985|
|       326|       422|       495|     91992|    237146|     91985|     92480|
|       362|       422|       208|     92487|     45923|     92480|     92688|
|       360|       423|       380|     92695|    149195|     92688|     93068|
|       415|       423|        22|     93075|       485|     93068|     93090|
|       354|       424|       126|     93097|     17377|     93090|     93216|
|       332|       425|       336|     93223|    117521|     93216|     93552|
|       373|       427|       166|     93559|     29792|     93552|     93718|
|       410|       427|       286|     93725|     82969|     93718|     94004|
|       355|       428|       298|     94011|     89715|     94004|     94302|
|       403|       428|       261|     94309|     70151|     94302|     94563|
|       413|       432|       421|     94570|    181009|     94563|     94984|
|       398|       433|        90|     94991|      8679|     94984|     95074|
|       347|       434|       219|     95081|     49110|     95074|     95293|
|       382|       436|       173|     95300|     31990|     95293|     95466|
|       411|       437|        25|     95473|       623|     95466|     95491|
|       432|       438|        31|     95498|       991|     95491|     95522|
|       400|       439|        83|     95529|      7039|     95522|     95605|
|       401|       439|       347|     95612|    124715|     95605|     95952|
|       425|       441|       248|     95959|     64290|     95952|     96200|
|       435|       441|       213|     96207|     47818|     96200|     96413|
|       399|       443|       389|     96420|    154191|     96413|     96802|
|       357|       444|       345|     96809|    122636|     96802|     97147|
|       356|       445|       329|     97154|    113205|     97147|     97476|
|       366|       445|       320|     97483|    104764|     97476|     97796|
|       387|       445|        11|     97803|       463|     97796|     97807|
|       358|       447|        94|     97814|      9324|     97807|     97901|
|       420|       447|       281|     97908|     80984|     97901|     98182|
|       394|       449|       111|     98189|     12722|     98182|     98293|
|       409|       450|       153|     98300|     25797|     98293|     98446|
|       440|       450|       205|     98453|     44891|     98446|     98651|
|       397|       453|       220|     98658|     49989|     98651|     98871|
|       442|       453|       377|     98878|    145791|     98871|     99248|
|       396|       454|       250|     99255|     65788|     99248|     99498|
|       429|       454|       494|     99505|    235168|     99498|     99992|
|       389|       455|       334|     99999|    116516|     99992|    100326|
|       374|       456|       208|    100333|     46131|    100326|    100534|
|       368|       457|       210|    100541|     46549|    100534|    100744|
|       406|       459|       127|    100751|     17883|    100744|    100871|
|       375|       460|       283|    100878|     81829|    100871|    101154|
|       380|       463|       479|    101161|    224955|    101154|    101633|
|       377|       464|       365|    101640|    135765|    101633|    101998|
|       422|       464|       208|    102005|     46339|    101998|    102206|
|       456|       464|       453|    102213|    206745|    102206|    102659|
|       381|       465|       114|    102666|     13170|    102659|    102773|
|       433|       465|       129|    102780|     18782|    102773|    102902|
|       438|       465|       132|    102909|     19698|    102902|    103034|
|       450|       465|       305|    103041|     95746|    103034|    103339|
|       395|       467|       374|    103346|    144286|    103339|    103713|
|       466|       468|       200|    103720|     43266|    103713|    103913|
|       384|       471|       417|    103920|    176398|    103913|    104330|
|       471|       471|       292|    104337|     85285|    104330|    104622|
|       405|       475|       177|    104629|     34095|    104622|    104799|
|       449|       476|        19|    104806|       573|    104799|    104818|
|       416|       479|       147|    104825|     24300|    104818|    104965|
|       408|       481|       378|    104972|    147678|    104965|    105343|
|       445|       481|       105|    105350|     11740|    105343|    105448|
|       386|       482|        16|    105455|       501|    105448|    105464|
|       391|       484|       146|    105471|     24006|    105464|    105610|
|       426|       485|       434|    105617|    193410|    105610|    106044|
|       454|       485|       124|    106051|     16500|    106044|    106168|
|       390|       486|        51|    106175|      2640|    106168|    106219|
|       412|       487|        87|    106226|      7973|    106219|    106306|
|       431|       487|       360|    106313|    133226|    106306|    106666|
|       393|       488|        42|    106673|      1794|    106666|    106708|
|       418|       488|       388|    106715|    153802|    106708|    107096|
|       423|       488|       336|    107103|    117857|    107096|    107432|
|       458|       488|       265|    107439|     71996|    107432|    107697|
|       424|       489|        84|    107704|      7290|    107697|    107781|
|       430|       489|       326|    107788|    109932|    107781|    108107|
|       480|       489|       351|    108114|    126814|    108107|    108458|
|       482|       489|       362|    108465|    134671|    108458|    108820|
|       483|       490|        54|    108827|      2904|    108820|    108874|
|       414|       491|        12|    108881|       513|    108874|    108886|
|       421|       491|       276|    108893|     78759|    108886|    109162|
|       493|       492|       233|    109169|     56336|    109162|    109395|
|       407|       494|        14|    109402|       534|    109395|    109409|
